Customer,Category,Product,Quantity,Price,Total_Sales,Date
David,Apparel,Shoes,5.0,239.85,1199.25,2023-12-13
Alice,Home Goods,Vacuum Cleaner,2.0,464.41,928.82,2023-03-04
David,Home Goods,Microwave,10.0,261.33,0.0,2023-12-07
Charlie,Home Goods,Vacuum Cleaner,4.0,421.99,1687.96,2023-06-25
Hannah,Apparel,Pants,8.0,213.54,1708.32,2023-11-09
Grace,Automotive,Car Battery,3.0,417.4,0.0,2023-06-09
Hannah,Home Goods,Blender,8.0,408.77,3270.16,2023-02-01
Hannah,Toys,Action Figure,10.0,460.57,4605.7,2023-04-28
Charlie,Apparel,Jacket,6.0,137.31,823.86,2023-12-25
Charlie,Apparel,Jacket,9.0,65.98,593.82,2023-11-05
Alice,Apparel,Jacket,9.0,105.81,952.29,2023-03-02
Bob,Home Goods,Microwave,5.0,148.02,740.1,2023-05-28
Charlie,Home Goods,Vacuum Cleaner,5.0,436.54,2182.7,2023-12-01
Emma,Automotive,Tire,1.0,495.43,0.0,2023-04-17
Emma,Apparel,Jacket,10.0,430.64,0.0,2023-12-30
Hannah,Apparel,Pants,10.0,244.36,0.0,2023-03-11
Grace,Home Goods,Microwave,8.0,280.43,2243.44,2023-09-16
Charlie,Toys,Toy Car,10.0,229.87,2298.7,2023-02-27
Frank,Electronics,Headphones,3.0,299.47,898.41,2023-06-18
Bob,Apparel,Pants,5.0,349.11,1745.55,2023-06-08
Grace,Home Goods,Vacuum Cleaner,6.0,371.81,2230.86,2023-11-11
Alice,Automotive,Tire,6.0,280.92,1685.52,2023-05-09
Grace,Home Goods,Blender,4.0,263.89,1055.56,2023-05-13
Emma,Apparel,Pants,9.0,259.76,2337.84,2023-06-08
David,Automotive,Spark Plug,4.0,436.68,0.0,2023-07-08
David,Automotive,Car Battery,6.0,106.04,636.24,2023-11-27
Hannah,Home Goods,Blender,5.0,,0.0,2023-11-06
Hannah,Apparel,Shoes,6.0,128.88,0.0,2023-04-14
Bob,Toys,Toy Car,,156.72,0.0,2023-12-28
Emma,Electronics,Tablet,3.0,54.74,164.22,2023-08-29
David,Home Goods,Blender,10.0,469.46,4694.6,2023-02-21
David,Home Goods,Microwave,9.0,76.28,686.52,2023-04-03
Charlie,Home Goods,Toaster,,285.83,0.0,2023-11-07
Grace,Toys,Board Game,5.0,275.37,1376.85,2023-05-10
Frank,Apparel,Jacket,5.0,19.98,99.9,2023-08-07
Charlie,Home Goods,Toaster,3.0,450.75,0.0,2023-10-01
Charlie,Automotive,Spark Plug,6.0,386.0,0.0,2023-05-18
Hannah,Automotive,Spark Plug,5.0,104.49,522.45,2023-12-29
Frank,Electronics,Headphones,9.0,496.43,0.0,2023-03-15
David,Apparel,Jacket,8.0,,0.0,2023-04-02
Grace,Apparel,Shirt,8.0,77.67,621.36,2023-01-18
Emma,Home Goods,Blender,5.0,7.52,37.6,2023-04-18
Alice,Apparel,Jacket,8.0,255.33,2042.64,2023-09-27
Grace,Automotive,Oil Filter,1.0,217.6,217.6,2023-10-02
Charlie,Apparel,Jacket,2.0,63.89,127.78,2023-02-23
Charlie,Toys,Puzzle,8.0,264.46,2115.68,2023-11-12
Hannah,Toys,Action Figure,7.0,73.71,515.97,2023-11-11
Frank,Apparel,Pants,9.0,320.09,2880.81,2023-10-30
Hannah,Automotive,Tire,7.0,165.73,0.0,2023-03-20
David,Automotive,Car Battery,6.0,287.97,1727.82,2023-06-19
Hannah,Toys,Toy Car,9.0,318.08,0.0,2023-09-04
Charlie,Automotive,Car Battery,4.0,213.93,855.72,2023-12-27
Hannah,Automotive,Tire,8.0,499.04,3992.32,2023-09-24
Frank,Toys,Puzzle,8.0,378.97,3031.76,2023-08-01
Emma,Electronics,Smartphone,7.0,402.16,2815.12,2023-05-01
Frank,Apparel,Shoes,8.0,275.62,2204.96,2023-11-06
Grace,Electronics,Headphones,3.0,492.11,1476.33,2023-07-23
Bob,Apparel,Shirt,7.0,295.13,2065.91,2023-03-23
Hannah,Automotive,Spark Plug,7.0,,0.0,2023-11-23
Emma,Home Goods,Microwave,8.0,328.08,2624.64,2023-06-29
Frank,Automotive,Car Battery,6.0,19.38,116.28,2023-06-26
Alice,Toys,Board Game,8.0,339.62,2716.96,2023-11-27
Emma,Home Goods,Blender,8.0,197.34,1578.72,2023-01-09
Hannah,Electronics,Smartphone,9.0,,0.0,2023-10-23
Alice,Toys,Action Figure,9.0,310.71,0.0,2023-06-22
David,Automotive,Spark Plug,6.0,367.19,0.0,2023-06-26
Emma,Automotive,Tire,1.0,113.45,0.0,2023-10-22
David,Electronics,Laptop,3.0,480.01,1440.03,2023-05-30
Bob,Electronics,Laptop,9.0,35.71,0.0,2023-01-06
Frank,Apparel,Jacket,2.0,169.81,339.62,2023-10-19
David,Automotive,Spark Plug,10.0,182.22,1822.2,2023-04-25
David,Toys,Board Game,5.0,116.92,584.6,2023-12-08
Bob,Toys,Board Game,2.0,400.36,0.0,2023-05-27
Bob,Automotive,Oil Filter,9.0,215.07,0.0,2023-12-04
Hannah,Toys,Toy Car,10.0,487.05,4870.5,2023-06-22
Frank,Apparel,Jacket,8.0,83.83,670.64,2023-09-05
Frank,Home Goods,Toaster,3.0,355.98,1067.94,2023-03-05
Grace,Toys,Action Figure,2.0,311.42,0.0,2023-04-27
Grace,Home Goods,Blender,6.0,350.31,2101.86,2023-02-10
Alice,Home Goods,Microwave,1.0,116.3,116.3,2023-01-15
Frank,Electronics,Laptop,6.0,426.11,2556.66,2023-11-08
David,Automotive,Tire,,349.35,0.0,2023-03-27
Emma,Automotive,Car Battery,7.0,221.86,1553.02,2023-04-15
David,Electronics,Smartphone,7.0,166.72,1167.04,2023-07-10
Alice,Automotive,Tire,2.0,160.01,320.02,2023-08-21
Alice,Apparel,Shoes,6.0,126.2,0.0,2023-11-06
Alice,Toys,Board Game,5.0,,0.0,2023-04-05
Alice,Toys,Board Game,4.0,266.25,1065.0,2023-07-22
David,Home Goods,Vacuum Cleaner,8.0,343.32,2746.56,2023-10-01
Emma,Automotive,Car Battery,3.0,456.05,1368.15,2023-06-30
Grace,Automotive,Oil Filter,7.0,33.55,234.85,2023-12-26
Bob,Automotive,Spark Plug,5.0,157.61,788.05,2023-09-19
Grace,Electronics,Smartphone,6.0,64.79,388.74,2023-03-12
Frank,Apparel,Jacket,4.0,286.43,1145.72,2023-03-13
Hannah,Home Goods,Toaster,9.0,482.54,4342.86,2023-08-19
Charlie,Home Goods,Microwave,7.0,373.28,2612.96,2023-05-23
Frank,Automotive,Spark Plug,5.0,56.91,284.55,2023-04-20
Frank,Apparel,Shoes,3.0,77.91,233.73,2023-05-16
Alice,Home Goods,Microwave,6.0,316.87,1901.22,2023-08-04
Charlie,Toys,Action Figure,2.0,497.66,995.32,2023-08-09
Grace,Automotive,Spark Plug,5.0,129.85,0.0,2023-02-06
Charlie,Toys,Action Figure,8.0,31.62,252.96,2023-11-30
David,Electronics,Tablet,10.0,497.61,0.0,2023-07-01
Grace,Apparel,Jacket,10.0,110.43,1104.3,2023-08-20
Bob,Electronics,Smartphone,5.0,329.42,1647.1,2023-02-06
Alice,Electronics,Laptop,5.0,118.23,591.15,2023-11-25
Hannah,Toys,Toy Car,7.0,446.98,3128.86,2023-10-05
Emma,Toys,Board Game,1.0,327.05,327.05,2023-01-18
Charlie,Automotive,Tire,2.0,125.65,251.3,2023-03-01
Hannah,Toys,Puzzle,6.0,150.46,0.0,2023-08-26
Alice,Electronics,Smartphone,10.0,229.14,0.0,2023-12-20
Emma,Electronics,Tablet,10.0,496.99,4969.9,2023-02-27
Alice,Electronics,Headphones,9.0,218.46,1966.14,2023-07-24
Emma,Apparel,Pants,3.0,175.92,527.76,2023-02-04
Charlie,Home Goods,Toaster,10.0,288.47,2884.7,2023-03-04
Frank,Apparel,Shoes,,128.04,0.0,2023-04-28
David,Toys,Action Figure,10.0,20.46,204.6,2023-11-08
Bob,Electronics,Tablet,1.0,201.54,201.54,2023-02-14
Grace,Apparel,Shoes,10.0,252.43,2524.3,2023-10-25
Hannah,Home Goods,Toaster,4.0,321.61,1286.44,2023-06-13
Grace,Apparel,Shirt,7.0,24.0,168.0,2023-04-13
Charlie,Automotive,Oil Filter,1.0,316.22,316.22,2023-10-23
Bob,Electronics,Laptop,1.0,298.32,0.0,2023-08-07
David,Toys,Puzzle,,193.02,0.0,2023-06-22
Bob,Home Goods,Microwave,1.0,,0.0,2023-03-14
Charlie,Home Goods,Toaster,7.0,370.23,2591.61,2023-10-02
Bob,Electronics,Laptop,3.0,367.22,1101.66,2023-02-12
Hannah,Electronics,Headphones,2.0,243.52,487.04,2023-02-08
Grace,Apparel,Shoes,9.0,227.62,2048.58,2023-03-05
Emma,Toys,Action Figure,2.0,484.86,0.0,2023-09-30
Grace,Automotive,Oil Filter,3.0,431.01,0.0,2023-03-01
Emma,Toys,Toy Car,8.0,480.01,3840.08,2023-04-19
Emma,Toys,Toy Car,10.0,189.43,0.0,2023-04-13
Charlie,Apparel,Shoes,4.0,311.88,1247.52,2023-07-10
Bob,Home Goods,Toaster,3.0,456.72,1370.16,2023-01-01
Hannah,Apparel,Shoes,5.0,59.4,297.0,2023-05-09
Grace,Automotive,Oil Filter,9.0,43.01,0.0,2023-11-11
Hannah,Electronics,Laptop,10.0,417.28,4172.8,2023-05-12
Alice,Automotive,Oil Filter,,199.11,0.0,2023-12-15
Alice,Toys,Toy Car,2.0,88.07,176.14,2023-04-26
Bob,Apparel,Pants,4.0,53.03,212.12,2023-03-31
Bob,Automotive,Oil Filter,2.0,491.95,983.9,2023-09-19
Emma,Toys,Board Game,10.0,223.72,2237.2,2023-02-03
Alice,Home Goods,Blender,1.0,467.81,467.81,2023-06-07
Alice,Home Goods,Toaster,,173.83,0.0,2023-10-23
Alice,Home Goods,Toaster,1.0,417.99,0.0,2023-06-04
Frank,Automotive,Oil Filter,,,0.0,2023-07-06
Hannah,Electronics,Smartphone,9.0,496.09,4464.81,2023-03-06
Grace,Apparel,Shoes,10.0,72.07,720.7,2023-10-25
Grace,Toys,Puzzle,5.0,49.39,246.95,2023-06-12
Hannah,Apparel,Jacket,2.0,359.93,719.86,2023-12-18
Bob,Apparel,Shoes,1.0,388.65,0.0,2023-12-24
Charlie,Home Goods,Blender,4.0,450.57,0.0,2023-11-17
Alice,Electronics,Tablet,4.0,8.06,32.24,2023-08-31
Emma,Automotive,Tire,7.0,24.55,171.85,2023-08-08
Alice,Toys,Board Game,3.0,231.25,693.75,2023-03-03
Charlie,Home Goods,Vacuum Cleaner,4.0,48.95,195.8,2023-10-16
Grace,Electronics,Headphones,6.0,417.8,2506.8,2023-03-22
Frank,Electronics,Headphones,8.0,315.31,2522.48,2023-03-06
Alice,Home Goods,Blender,2.0,480.63,961.26,2023-08-27
Hannah,Electronics,Laptop,1.0,404.65,0.0,2023-05-01
Bob,Toys,Action Figure,2.0,32.24,64.48,2023-08-12
Grace,Toys,Puzzle,7.0,34.41,240.87,2023-12-08
Frank,Toys,Action Figure,7.0,299.71,0.0,2023-08-29
Charlie,Toys,Toy Car,4.0,225.34,901.36,2023-10-25
Emma,Apparel,Pants,8.0,242.92,0.0,2023-05-07
Bob,Home Goods,Toaster,10.0,114.96,0.0,2023-09-08
Frank,Apparel,Pants,7.0,269.69,0.0,2023-07-07
Hannah,Electronics,Laptop,5.0,97.3,486.5,2023-09-24
Emma,Home Goods,Blender,8.0,6.33,50.64,2023-06-14
Emma,Automotive,Spark Plug,4.0,423.5,1694.0,2023-01-26
Emma,Apparel,Shirt,4.0,407.81,1631.24,2023-03-29
Alice,Home Goods,Vacuum Cleaner,,84.87,0.0,2023-07-22
Bob,Automotive,Spark Plug,3.0,200.26,600.78,2023-02-03
Grace,Automotive,Tire,4.0,121.37,485.48,2023-12-22
Emma,Automotive,Spark Plug,5.0,442.83,2214.15,2023-07-01
Charlie,Toys,Board Game,9.0,331.59,0.0,2023-07-10
David,Apparel,Shirt,4.0,23.09,92.36,2023-08-16
Grace,Electronics,Tablet,4.0,11.3,45.2,2023-09-05
Frank,Electronics,Headphones,2.0,471.31,942.62,2023-02-15
Alice,Apparel,Jacket,,314.97,0.0,2023-04-30
Frank,Toys,Toy Car,1.0,291.99,291.99,2023-04-25
David,Electronics,Tablet,9.0,6.2,55.8,2023-12-07
Emma,Apparel,Shirt,2.0,444.29,888.58,2023-10-11
Emma,Electronics,Laptop,7.0,317.4,0.0,2023-11-02
Emma,Electronics,Smartphone,4.0,97.12,0.0,2023-04-17
David,Home Goods,Toaster,5.0,418.26,2091.3,2023-05-15
Bob,Toys,Puzzle,8.0,129.5,1036.0,2023-06-14
Frank,Automotive,Tire,8.0,185.11,0.0,2023-10-12
Charlie,Automotive,Tire,10.0,256.6,2566.0,2023-02-27
Hannah,Home Goods,Microwave,1.0,418.69,418.69,2023-03-27
Hannah,Electronics,Headphones,8.0,489.69,3917.52,2023-11-04
Alice,Electronics,Tablet,3.0,133.54,400.62,2023-02-21
Grace,Automotive,Car Battery,2.0,253.03,506.06,2023-05-10
Alice,Apparel,Jacket,5.0,411.74,0.0,2023-06-01
Hannah,Home Goods,Toaster,3.0,304.77,914.31,2023-03-20
David,Automotive,Spark Plug,7.0,407.38,0.0,2023-03-20
Frank,Toys,Puzzle,5.0,407.89,2039.45,2023-04-08
Grace,Home Goods,Toaster,5.0,242.15,1210.75,2023-07-25
Grace,Electronics,Headphones,5.0,134.25,671.25,2023-11-13
Emma,Electronics,Headphones,1.0,377.36,377.36,2023-03-22
Charlie,Apparel,Shoes,3.0,,0.0,2023-12-16
David,Electronics,Laptop,,354.97,0.0,2023-04-11
Bob,Home Goods,Microwave,9.0,140.6,1265.4,2023-04-23
Alice,Home Goods,Vacuum Cleaner,3.0,,0.0,2023-08-04
Frank,Toys,Toy Car,7.0,228.74,1601.18,2023-02-11
Emma,Home Goods,Toaster,9.0,339.15,3052.35,2023-12-29
Bob,Electronics,Headphones,1.0,144.14,144.14,2023-08-06
Bob,Apparel,Jacket,2.0,234.84,469.68,2023-10-30
Charlie,Toys,Board Game,6.0,108.07,648.42,2023-01-14
Frank,Toys,Toy Car,5.0,362.76,0.0,2023-06-19
Grace,Automotive,Spark Plug,3.0,495.98,0.0,2023-12-25
Grace,Electronics,Headphones,,446.71,0.0,2023-03-30
Charlie,Apparel,Shoes,9.0,109.07,981.63,2023-11-21
David,Automotive,Tire,5.0,174.18,870.9,2023-04-25
Grace,Toys,Action Figure,1.0,103.29,103.29,2023-07-08
Alice,Toys,Puzzle,3.0,173.0,519.0,2023-05-05
Grace,Apparel,Jacket,7.0,204.59,0.0,2023-11-27
David,Toys,Action Figure,6.0,334.31,2005.86,2023-12-18
David,Automotive,Spark Plug,9.0,265.25,2387.25,2023-07-05
Grace,Apparel,Pants,3.0,461.0,1383.0,2023-01-20
Emma,Toys,Puzzle,4.0,206.22,0.0,2023-11-03
Hannah,Electronics,Smartphone,7.0,22.88,160.16,2023-10-12
Grace,Home Goods,Toaster,10.0,226.15,2261.5,2023-12-04
Charlie,Automotive,Oil Filter,2.0,220.09,440.18,2023-06-29
Bob,Electronics,Tablet,10.0,378.86,3788.6,2023-11-01
David,Home Goods,Blender,3.0,391.25,1173.75,2023-11-23
David,Electronics,Laptop,4.0,408.06,1632.24,2023-05-13
Charlie,Apparel,Shoes,8.0,335.87,2686.96,2023-08-09
David,Toys,Action Figure,4.0,421.29,0.0,2023-01-12
Alice,Home Goods,Microwave,6.0,400.58,2403.48,2023-03-27
Charlie,Toys,Board Game,8.0,,0.0,2023-01-08
Alice,Automotive,Car Battery,2.0,262.57,525.14,2023-05-17
Hannah,Home Goods,Blender,8.0,259.33,2074.64,2023-01-13
Bob,Automotive,Oil Filter,3.0,349.36,0.0,2023-02-08
Bob,Apparel,Shirt,3.0,38.2,0.0,2023-03-14
Bob,Toys,Board Game,4.0,460.93,1843.72,2023-11-01
Emma,Apparel,Shirt,3.0,202.39,607.17,2023-12-02
Hannah,Toys,Puzzle,5.0,485.34,2426.7,2023-01-25
Alice,Home Goods,Microwave,3.0,479.7,1439.1,2023-07-16
Charlie,Apparel,Pants,6.0,402.19,2413.14,2023-12-14
Alice,Automotive,Spark Plug,8.0,275.45,2203.6,2023-09-10
Hannah,Apparel,Shoes,8.0,247.44,0.0,2023-06-09
Hannah,Electronics,Smartphone,3.0,208.99,626.97,2023-05-08
Alice,Apparel,Shirt,5.0,92.78,463.9,2023-07-24
Alice,Toys,Toy Car,9.0,202.94,1826.46,2023-12-22
Emma,Apparel,Shoes,,283.91,0.0,2023-12-14
David,Toys,Toy Car,10.0,96.79,967.9,2023-08-15
Grace,Automotive,Car Battery,9.0,190.13,1711.17,2023-06-23
Hannah,Apparel,Jacket,7.0,391.21,0.0,2023-08-06
Frank,Electronics,Tablet,2.0,197.44,394.88,2023-08-09
Grace,Electronics,Laptop,1.0,147.88,147.88,2023-05-15
David,Home Goods,Microwave,2.0,282.96,0.0,2023-02-11
Alice,Toys,Board Game,5.0,30.51,0.0,2023-03-10
Alice,Apparel,Pants,6.0,281.83,1690.98,2023-01-10
Alice,Home Goods,Vacuum Cleaner,10.0,71.16,711.6,2023-09-02
Alice,Apparel,Jacket,4.0,78.45,313.8,2023-09-28
Grace,Electronics,Laptop,10.0,329.22,3292.2,2023-06-23
Charlie,Automotive,Oil Filter,2.0,106.63,213.26,2023-04-01
Frank,Toys,Puzzle,10.0,164.64,0.0,2023-02-15
Charlie,Home Goods,Blender,7.0,,0.0,2023-05-06
David,Toys,Action Figure,10.0,15.27,152.7,2023-03-22
Emma,Apparel,Jacket,2.0,93.65,187.3,2023-08-27
Grace,Electronics,Laptop,10.0,55.07,550.7,2023-01-12
Grace,Electronics,Smartphone,10.0,226.37,2263.7,2023-07-03
Grace,Apparel,Shirt,5.0,385.42,1927.1,2023-08-20
Emma,Apparel,Jacket,9.0,271.04,2439.36,2023-12-01
Hannah,Home Goods,Toaster,4.0,491.36,0.0,2023-05-19
Frank,Home Goods,Microwave,5.0,237.14,1185.7,2023-05-05
Bob,Automotive,Spark Plug,8.0,317.54,2540.32,2023-02-26
Frank,Toys,Board Game,7.0,253.92,1777.44,2023-04-27
Frank,Toys,Puzzle,6.0,163.75,982.5,2023-02-26
Alice,Toys,Board Game,3.0,336.61,1009.83,2023-08-17
David,Toys,Board Game,5.0,463.63,2318.15,2023-06-05
Hannah,Apparel,Shoes,6.0,86.64,0.0,2023-11-27
Grace,Apparel,Jacket,9.0,143.16,0.0,2023-05-27
Grace,Toys,Toy Car,5.0,211.18,0.0,2023-10-14
Frank,Apparel,Jacket,6.0,47.83,286.98,2023-05-22
David,Home Goods,Microwave,9.0,480.12,4321.08,2023-05-20
Charlie,Electronics,Laptop,4.0,77.45,309.8,2023-06-19
Bob,Electronics,Laptop,10.0,307.99,3079.9,2023-08-09
Grace,Electronics,Smartphone,,171.63,0.0,2023-09-09
David,Toys,Board Game,4.0,253.91,1015.64,2023-03-11
Charlie,Automotive,Spark Plug,,49.75,0.0,2023-09-27
Charlie,Automotive,Car Battery,9.0,453.27,4079.43,2023-10-27
Charlie,Home Goods,Vacuum Cleaner,3.0,172.43,517.29,2023-03-09
Charlie,Apparel,Shirt,2.0,187.21,374.42,2023-06-19
Frank,Apparel,Pants,5.0,52.85,0.0,2023-12-05
Charlie,Apparel,Pants,8.0,412.53,3300.24,2023-11-09
Alice,Toys,Puzzle,3.0,348.74,0.0,2023-06-11
Emma,Automotive,Oil Filter,3.0,351.3,1053.9,2023-03-28
Bob,Toys,Board Game,1.0,421.54,421.54,2023-07-21
Alice,Toys,Toy Car,9.0,274.42,0.0,2023-08-09
David,Electronics,Laptop,9.0,277.07,2493.63,2023-05-25
Hannah,Apparel,Jacket,5.0,343.1,1715.5,2023-12-16
Alice,Home Goods,Vacuum Cleaner,6.0,320.05,1920.3,2023-01-14
Alice,Home Goods,Blender,1.0,252.06,0.0,2023-06-04
Bob,Toys,Board Game,2.0,216.45,432.9,2023-04-07
David,Electronics,Laptop,2.0,456.6,913.2,2023-08-16
Hannah,Apparel,Shirt,2.0,196.54,393.08,2023-07-08
Frank,Home Goods,Microwave,3.0,256.91,770.73,2023-04-15
David,Apparel,Jacket,1.0,384.23,384.23,2023-06-11
Hannah,Apparel,Shirt,1.0,59.35,59.35,2023-10-09
Frank,Toys,Toy Car,7.0,202.36,1416.52,2023-10-01
Hannah,Automotive,Oil Filter,2.0,362.78,725.56,2023-11-04
Alice,Home Goods,Microwave,5.0,361.47,1807.35,2023-06-10
Frank,Toys,Toy Car,9.0,417.27,3755.43,2023-02-25
Bob,Apparel,Pants,6.0,,0.0,2023-07-23
Emma,Apparel,Shoes,7.0,115.28,806.96,2023-04-02
Alice,Electronics,Smartphone,1.0,178.63,178.63,2023-07-19
Bob,Electronics,Headphones,,154.68,0.0,2023-09-21
Emma,Apparel,Shirt,5.0,389.55,1947.75,2023-08-14
Hannah,Electronics,Headphones,2.0,334.72,669.44,2023-08-13
Grace,Toys,Board Game,9.0,449.5,4045.5,2023-03-02
Frank,Automotive,Spark Plug,10.0,249.06,2490.6,2023-04-02
Bob,Home Goods,Toaster,6.0,308.7,1852.2,2023-10-27
Bob,Home Goods,Vacuum Cleaner,7.0,92.53,0.0,2023-03-04
Emma,Toys,Action Figure,,303.15,0.0,2023-04-14
Hannah,Automotive,Tire,8.0,272.15,2177.2,2023-10-15
Grace,Apparel,Jacket,9.0,388.61,3497.49,2023-03-09
Emma,Electronics,Tablet,8.0,346.38,0.0,2023-03-30
Emma,Electronics,Headphones,7.0,261.61,1831.27,2023-10-05
David,Apparel,Shoes,5.0,286.23,1431.15,2023-12-12
David,Apparel,Shirt,10.0,14.83,148.3,2023-02-09
Bob,Automotive,Oil Filter,8.0,,0.0,2023-08-13
Grace,Toys,Action Figure,2.0,152.8,305.6,2023-03-20
Hannah,Automotive,Tire,5.0,302.57,1512.85,2023-08-02
Bob,Home Goods,Toaster,6.0,391.1,2346.6,2023-04-20
Hannah,Home Goods,Vacuum Cleaner,10.0,74.11,741.1,2023-10-01
David,Automotive,Oil Filter,3.0,397.15,1191.45,2023-08-05
Alice,Automotive,Oil Filter,2.0,227.84,455.68,2023-08-31
Frank,Home Goods,Toaster,2.0,373.67,747.34,2023-04-08
Emma,Home Goods,Blender,1.0,455.28,455.28,2023-09-18
Emma,Apparel,Shoes,10.0,61.13,0.0,2023-01-03
Grace,Apparel,Jacket,10.0,187.02,1870.2,2023-03-15
Alice,Electronics,Smartphone,3.0,33.23,99.69,2023-06-05
Grace,Apparel,Shirt,6.0,457.55,2745.3,2023-09-04
Grace,Toys,Toy Car,2.0,99.47,198.94,2023-08-29
Alice,Automotive,Spark Plug,5.0,196.28,981.4,2023-11-30
Grace,Apparel,Jacket,6.0,364.31,2185.86,2023-02-13
Hannah,Electronics,Tablet,7.0,405.47,2838.29,2023-10-11
David,Toys,Board Game,1.0,,0.0,2023-03-24
Emma,Electronics,Laptop,4.0,328.86,1315.44,2023-05-08
Emma,Toys,Board Game,5.0,290.89,1454.45,2023-01-15
Grace,Toys,Toy Car,4.0,24.59,0.0,2023-01-05
Charlie,Automotive,Car Battery,8.0,495.16,0.0,2023-11-03
Charlie,Automotive,Car Battery,8.0,122.86,982.88,2023-10-11
Hannah,Automotive,Car Battery,8.0,166.33,1330.64,2023-05-22
Charlie,Toys,Puzzle,2.0,121.04,242.08,2023-12-17
Bob,Apparel,Shirt,8.0,283.34,2266.72,2023-04-07
David,Apparel,Pants,6.0,377.65,2265.9,2023-06-21
Alice,Toys,Toy Car,7.0,45.73,320.11,2023-05-03
Frank,Automotive,Car Battery,3.0,250.15,750.45,2023-07-08
Emma,Electronics,Laptop,,6.68,0.0,2023-08-07
Bob,Automotive,Car Battery,7.0,410.55,2873.85,2023-09-12
Grace,Toys,Puzzle,1.0,235.36,235.36,2023-03-31
Hannah,Automotive,Car Battery,7.0,451.56,3160.92,2023-09-13
David,Apparel,Jacket,7.0,115.47,808.29,2023-08-21
Bob,Apparel,Pants,5.0,86.36,0.0,2023-08-21
Alice,Automotive,Car Battery,2.0,300.73,601.46,2023-09-05
Grace,Electronics,Tablet,2.0,290.94,581.88,2023-05-27
David,Apparel,Shirt,7.0,62.62,438.34,2023-05-29
Grace,Automotive,Spark Plug,10.0,460.91,0.0,2023-07-08
Grace,Toys,Action Figure,5.0,134.56,672.8,2023-01-22
Hannah,Electronics,Laptop,10.0,306.96,3069.6,2023-02-28
Hannah,Electronics,Smartphone,3.0,279.68,839.04,2023-11-19
Frank,Electronics,Smartphone,8.0,351.77,2814.16,2023-05-10
Grace,Apparel,Shirt,,369.91,0.0,2023-08-25
David,Automotive,Spark Plug,7.0,123.26,862.82,2023-09-25
Hannah,Toys,Toy Car,,485.16,0.0,2023-08-05
Alice,Toys,Puzzle,1.0,6.88,0.0,2023-12-20
David,Toys,Board Game,2.0,375.23,0.0,2023-05-17
Emma,Apparel,Shirt,2.0,431.59,863.18,2023-05-28
David,Toys,Board Game,7.0,211.6,1481.2,2023-03-22
Alice,Toys,Board Game,10.0,464.41,0.0,2023-03-26
Grace,Electronics,Smartphone,10.0,36.4,364.0,2023-01-25
Alice,Apparel,Shoes,8.0,493.24,0.0,2023-09-28
Frank,Toys,Puzzle,5.0,392.66,1963.3,2023-11-25
Grace,Toys,Puzzle,3.0,45.45,136.35,2023-03-30
Frank,Electronics,Smartphone,5.0,414.86,0.0,2023-03-24
Hannah,Toys,Puzzle,8.0,191.97,1535.76,2023-07-23
David,Electronics,Laptop,,326.72,0.0,2023-04-20
Hannah,Electronics,Laptop,10.0,416.98,0.0,2023-04-07
David,Apparel,Jacket,3.0,434.08,1302.24,2023-05-03
Grace,Apparel,Shirt,8.0,17.06,0.0,2023-09-15
David,Apparel,Jacket,1.0,384.2,0.0,2023-04-14
Alice,Apparel,Shoes,4.0,215.9,0.0,2023-09-17
David,Toys,Toy Car,6.0,318.65,1911.9,2023-02-02
Hannah,Electronics,Smartphone,10.0,261.98,2619.8,2023-11-18
Grace,Home Goods,Toaster,10.0,32.36,0.0,2023-12-12
David,Home Goods,Vacuum Cleaner,9.0,416.62,3749.58,2023-09-16
Emma,Home Goods,Microwave,10.0,334.81,3348.1,2023-04-02
David,Automotive,Car Battery,8.0,308.73,0.0,2023-08-28
Emma,Apparel,Jacket,5.0,336.28,1681.4,2023-01-18
Bob,Apparel,Shirt,1.0,61.74,61.74,2023-04-28
Grace,Automotive,Car Battery,7.0,38.06,266.42,2023-06-27
Hannah,Home Goods,Microwave,4.0,383.51,1534.04,2023-02-09
Charlie,Toys,Action Figure,7.0,32.26,225.82,2023-02-20
Alice,Apparel,Jacket,9.0,495.16,4456.44,2023-12-22
Bob,Home Goods,Vacuum Cleaner,3.0,384.88,1154.64,2023-06-05
David,Home Goods,Blender,10.0,364.5,3645.0,2023-10-28
Charlie,Apparel,Pants,7.0,313.05,2191.35,2023-01-12
Bob,Apparel,Shirt,6.0,309.7,1858.2,2023-08-03
Alice,Automotive,Oil Filter,10.0,364.52,3645.2,2023-10-23
Hannah,Apparel,Shirt,1.0,85.61,85.61,2023-07-15
Frank,Electronics,Laptop,8.0,471.03,0.0,2023-02-21
Frank,Home Goods,Microwave,9.0,442.25,3980.25,2023-02-08
Emma,Electronics,Tablet,10.0,359.88,3598.8,2023-01-29
Alice,Electronics,Tablet,,28.76,0.0,2023-07-28
Bob,Apparel,Shirt,1.0,11.52,11.52,2023-03-12
Emma,Home Goods,Toaster,6.0,,0.0,2023-12-19
Grace,Automotive,Oil Filter,6.0,253.36,1520.16,2023-03-08
Frank,Toys,Board Game,10.0,34.52,345.2,2023-01-31
Charlie,Home Goods,Microwave,4.0,179.27,0.0,2023-10-29
Grace,Electronics,Headphones,10.0,236.54,2365.4,2023-12-08
David,Home Goods,Microwave,,318.77,0.0,2023-12-15
